Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Value,CLTV,Engagement Score,Churn Probability,Risk Tier,Retention Priority Score,Customer Segment,Retention Recommendation
Male,Yes,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.95,1648.45,0,4812,2,0.6103159047854986,Medium Risk,2936.840133827819,Low Engagement At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount | Promote service bundle
Male,No,Yes,No,72,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),79.34999999999998,5753.25,0,4278,5,0.016126699411519455,Low Risk,68.99002008248023,Loyal Customer,No action required
Female,No,Yes,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),64.05,4492.9,0,4374,4,0.006240239842047255,Low Risk,27.29480906911469,Loyal Customer,No action required
Male,No,Yes,Yes,38,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.15,3956.7,0,3738,3,0.23863101507659468,Low Risk,892.002734356311,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount
Male,No,No,No,33,No,No phone service,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,39.1,1309.0,0,2855,2,0.192540915500282,Low Risk,549.7043137533051,Loyal Customer,Provide free tech support trial | Offer security package | Promote service bundle
Female,No,Yes,No,23,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,34.6,813.45,0,4445,2,0.08258112676230255,Low Risk,367.07310845843483,Loyal Customer,Promote service bundle
Male,No,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.55,1108.8,0,4801,0,0.015987939578239713,Low Risk,76.75809791512886,Loyal Customer,Promote service bundle
Female,Yes,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.45,7349.35,0,5004,4,0.11976404262886714,Low Risk,599.2992693148511,Loyal Customer,Offer security package | Provide pricing discount
Male,No,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.5,294.2,0,2896,0,0.6877289316410824,Medium Risk,1991.6629860325747,Low Engagement At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Male,No,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.35,929.2,0,4210,0,0.0024612525518626963,Low Risk,10.361873243341952,Loyal Customer,Promote service bundle
Male,No,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.45,754.5,0,5745,0,0.003906605559375767,Low Risk,22.44344893861378,Loyal Customer,Promote service bundle
Male,No,No,No,54,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,69.9,3883.3,0,6092,4,0.055912121134760136,Low Risk,340.61664195295873,Loyal Customer,Offer annual plan discount
Male,No,Yes,No,23,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Mailed check,59.7,1414.2,0,3464,2,0.07972236331417118,Low Risk,276.158266520289,Loyal Customer,Offer security package | Promote service bundle
Female,No,Yes,No,41,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),78.34999999999998,3211.2,0,2894,4,0.10458259023596068,Low Risk,302.66201614287024,Loyal Customer,Provide free tech support trial
Male,Yes,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,71.45,371.6,0,5171,0,0.6326381591253654,Medium Risk,3271.3719208372645,Low Engagement At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Male,No,Yes,No,27,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),45.85,1246.4,0,2068,3,0.2230355873557324,Low Risk,461.2375946516546,Loyal Customer,Provide free tech support trial | Offer security package
Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,95.85,95.85,0,3270,3,0.7213079165329322,High Risk,2358.6768870626884,New Customer At-Risk,Offer annual plan discount | Offer security package | Provide pricing discount
Female,No,Yes,No,67,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),35.7,2545.7,0,5655,2,0.01130724048354098,Low Risk,63.94244493442424,Loyal Customer,Promote service bundle
Female,Yes,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),89.54999999999998,6448.85,0,4993,6,0.02873228289800481,Low Risk,143.460288509738,Loyal Customer,Provide pricing discount
Female,No,Yes,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.95,1468.9,0,5243,0,0.002782005715567733,Low Risk,14.586055966721624,Loyal Customer,Promote service bundle
Male,No,Yes,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.85,1013.6,0,5331,0,0.035531400985774994,Low Risk,189.41789865516648,Loyal Customer,Promote service bundle
Female,Yes,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,6690.75,0,5469,3,0.4918319972664652,Medium Risk,2689.8291930502983,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount
Female,No,Yes,No,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),105.35,7240.649999999999,0,5268,4,0.1062898373473831,Low Risk,559.9348631460142,Loyal Customer,Offer security package | Provide pricing discount
Female,No,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,830.25,0,3878,0,0.012763985438237134,Low Risk,49.498735529483604,Loyal Customer,Promote service bundle
Male,No,Yes,Yes,30,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.45,1588.7,0,2613,1,0.05021735579837089,Low Risk,131.21795070114314,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Promote service bundle
Female,No,No,No,11,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,70.5,829.2999999999998,0,5541,3,0.3378507971760329,Medium Risk,1872.0312671523982,Loyal Customer,Offer annual plan discount | Offer security package
Female,No,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.1,302.45,0,4359,0,0.0633323342881731,Low Risk,276.06564516214655,Loyal Customer,Promote service bundle
Male,No,No,No,11,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,69.35,712.25,0,2288,3,0.5307894578874546,Medium Risk,1214.4462796464961,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Offer security package
Female,No,Yes,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,1336.65,0,5384,0,0.0068190253841656405,Low Risk,36.713632668347806,Loyal Customer,Promote service bundle
Male,Yes,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),74.4,5360.75,0,5590,5,0.00938615563926711,Low Risk,52.468610023503146,Loyal Customer,No action required
Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),93.05,6735.05,0,4988,4,0.03908839112462924,Low Risk,194.97289492965064,Loyal Customer,Provide pricing discount
Female,No,No,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,51.2,51.2,0,3699,1,0.08141183508593967,Low Risk,301.1423779828909,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Promote service bundle
Female,No,No,No,15,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),65.6,1010.0,0,2976,4,0.05824707737514914,Low Risk,173.34330226844384,Loyal Customer,No action required
Female,No,No,No,60,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),80.54999999999998,4847.05,0,4159,4,0.04961184411644447,Low Risk,206.33565968029254,Loyal Customer,Offer security package | Provide pricing discount
Male,No,No,No,56,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,52.7,3019.7,0,4753,2,0.018428758759216287,Low Risk,87.59189038255501,Loyal Customer,Provide free tech support trial | Promote service bundle
Female,No,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.85,161.65,0,4249,0,0.0668484736122082,Low Risk,284.0391643782727,Loyal Customer,Promote service bundle
Female,No,Yes,No,49,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),52.15,2583.75,0,5224,0,0.17651120177389876,Low Risk,922.0945180668471,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Male,No,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.95,7711.25,0,4511,6,0.06187319578721387,Low Risk,279.1099861961218,Loyal Customer,Provide pricing discount
Male,Yes,Yes,No,52,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.45,5481.25,0,5490,5,0.14843865156558692,Low Risk,814.9281970950722,Loyal Customer,Provide pricing discount
Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),113.65,8124.2,0,6469,6,0.08876588393769687,Low Risk,574.226503192961,Loyal Customer,Provide pricing discount
Female,No,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.6,827.2999999999998,0,3091,0,0.01610717057970258,Low Risk,49.78726426186068,Loyal Customer,Promote service bundle
Female,Yes,No,No,40,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.55,3673.6,0,5742,2,0.5552817609946245,Medium Risk,3188.4278716311337,Low Engagement At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount | Promote service bundle
Male,No,No,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.85,49.85,0,5323,1,0.18109123480067227,Low Risk,963.9486428439785,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Male,No,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.8,576.65,0,4006,0,0.0370129361779933,Low Risk,148.27382232904114,Loyal Customer,Promote service bundle
Female,Yes,Yes,No,44,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,104.15,4495.65,0,2944,4,0.5050530460412226,Medium Risk,1486.8761675453593,Loyal Customer,Offer annual plan discount | Offer security package | Provide pricing discount
Female,Yes,No,No,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,48.2,340.35,0,5525,1,0.40436544870746877,Medium Risk,2234.119104108765,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Promote service bundle
Male,Yes,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.1,1789.9,0,5751,0,0.00484900165822153,Low Risk,27.886608536432018,Loyal Customer,Promote service bundle
Female,Yes,No,No,8,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.15,908.55,0,5157,3,0.6956424923753529,Medium Risk,3587.428333179695,Loyal Customer,Offer annual plan discount | Offer security package | Provide pricing discount
Male,No,No,Yes,3,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,55.9,157.55,0,4648,2,0.0702434082825002,Low Risk,326.49136169706094,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Promote service bundle
Male,Yes,Yes,No,8,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),64.4,581.7,0,4537,3,0.4157330494812101,Medium Risk,1886.1808454962502,Loyal Customer,Offer annual plan discount | Offer security package
Female,No,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,85.29999999999998,420.45,0,2689,2,0.6334921277017724,Medium Risk,1703.4603313900661,Low Engagement At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount | Promote service bundle
Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,107.45,7576.7,0,5246,5,0.014243885064578693,Low Risk,74.72342104877983,Loyal Customer,Provide pricing discount
Female,No,Yes,No,54,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),91.3,4965.0,0,5907,6,0.03903994670727437,Low Risk,230.60896519986971,Loyal Customer,Provide pricing discount
Male,No,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),85.95,6151.9,0,6450,5,0.027588662394117277,Low Risk,177.94687244205645,Loyal Customer,Offer security package | Provide pricing discount
Male,Yes,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.2,45.2,0,4576,0,0.48928760051457887,Medium Risk,2238.980059954713,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Male,No,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),79.2,5420.65,0,4072,1,0.016507351678867303,Low Risk,67.21793603634765,Loyal Customer,Provide free tech support trial | Offer security package | Promote service bundle
Female,No,No,No,48,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Credit card (automatic),55.5,2627.35,0,4975,2,0.016497724966538396,Low Risk,82.07618170852852,Loyal Customer,Provide free tech support trial | Promote service bundle
Female,No,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.25,743.75,0,4969,2,0.7521702065647313,High Risk,3737.53375642015,New Customer At-Risk,Offer annual plan discount | Offer security package | Provide pricing discount | Promote service bundle
Male,No,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,91.25,6589.6,0,5529,6,0.030478107141996728,Low Risk,168.51345438809992,Loyal Customer,Provide pricing discount
Male,No,Yes,No,67,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),100.9,6733.15,0,4078,4,0.1167380533097551,Low Risk,476.0577813971813,Loyal Customer,Provide free tech support trial | Provide pricing discount
Male,No,Yes,Yes,34,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.7,3410.0,0,5789,3,0.22260093331272768,Low Risk,1288.6368029473806,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount
Female,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.85,199.85,0,4764,0,0.7090948292332323,High Risk,3378.127766467119,New Customer At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Female,No,Yes,No,9,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,65.6,593.3,0,2205,3,0.21533653165970337,Low Risk,474.81705230964593,Loyal Customer,Offer security package
Male,No,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.65,7288.399999999999,0,6101,5,0.021619846522504926,Low Risk,131.90268363380255,Loyal Customer,Provide free tech support trial | Provide pricing discount
Male,No,No,No,57,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),90.45,5229.8,0,5076,2,0.10261010997184031,Low Risk,520.8489182170614,Loyal Customer,Offer security package | Provide pricing discount | Promote service bundle
Male,No,No,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),63.7,4464.8,0,4921,6,0.01572424272158502,Low Risk,77.37899843291989,Loyal Customer,No action required
Female,Yes,Yes,Yes,48,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.5,5068.05,0,3847,5,0.10608342096044988,Low Risk,408.1029204348507,Loyal Customer,Offer annual plan discount | Provide pricing discount
